@relation Untagged_new_PUL-weka.filters.unsupervised.attribute.Remove-R1

@attribute character_count numeric
@attribute word_count numeric
@attribute sentence_count numeric
@attribute word_length numeric
@attribute sentence_length numeric
@attribute paragraph_count numeric
@attribute paragraph_length numeric
@attribute longest_word_length numeric
@attribute longest_sentence_length numeric
@attribute shortest_sentence_length numeric
@attribute long_sentence_rate numeric
@attribute short_sentence_rate numeric
@attribute section_count numeric
@attribute subsection_count numeric
@attribute heading_count numeric
@attribute section_nesting numeric
@attribute subsection_nesting numeric
@attribute lead_length numeric
@attribute lead_rate numeric
@attribute link_count numeric
@attribute image_count numeric
@attribute table_count numeric
@attribute reference_unique numeric
@attribute reference_count numeric
@attribute image_rate numeric
@attribute link_rate numeric
@attribute reference_section_rate numeric
@attribute reference_word_rate numeric
@attribute reference_ratio numeric
@attribute maxSubSectionLength numeric
@attribute minSubSectionLength numeric
@attribute totalWordsInSubsections numeric
@attribute AverageWordsInSubSections numeric
@attribute Sub_SubSectionCount numeric
@attribute maxSub_SubSectionLength numeric
@attribute minSub_SubSectionLength numeric
@attribute totalWordsInSub_Subsections numeric
@attribute AverageWordsInSub_SubSections numeric
@attribute Templates_count numeric
@attribute referenceSectionsCount numeric
@attribute mandatorySectionsCount numeric
@attribute related_page_count numeric
@attribute class_label {Refimprove,untagged}

@data
1033,190,8,5.43684,23.75,6,1.33333,21,138,27,0.875,0,4,0,4,0,0,133,70,64,0,0,4,4,0,33.684211,1,0.021053,0.055728,0,0,0,0,0,0,0,0,0,5,1,2,1,untagged
1056,180,5,5.86667,36,4,1.25,21,387,2,0.6,0.2,5,0,5,0,0,100,55.555556,93,13,0,1,1,2.6,51.666667,0.2,0.005556,0.014706,0,0,0,0,0,0,0,0,0,6,0,1,1,untagged
6438,1329,49,4.84424,27.1224,22,2.22727,18,454,1,0.836735,0.163265,8,0,8,0,0,137,10.308503,63,7,0,0,0,0.875,4.740406,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,untagged
9547,1807,72,5.28334,25.0972,21,3.42857,17,508,3,0.944444,0.041667,11,2,13,0.181818,0,47,2.600996,90,2,0,2,2,0.181818,4.980631,0.153846,0.001107,0.00293,208,208,208,104,0,0,0,0,0,35,2,4,2,untagged
6512,1441,62,4.51908,23.2419,18,3.44444,18,488,1,0.83871,0.112903,4,3,7,0.75,0,94,6.523248,58,0,0,2,2,0,4.024983,0.285714,0.001388,0.003674,567,98,1116,372,0,0,0,0,0,2,2,2,0,untagged
2181,410,16,5.31951,25.625,12,1.33333,18,243,27,0.875,0,4,0,4,0,0,169,41.219512,8,1,0,0,0,0.25,1.95122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,untagged
1526,316,23,4.82911,13.7391,7,3.28571,16,235,1,0.652174,0.217391,2,0,2,0,0,133,42.088608,17,0,0,0,0,0,5.379747,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,untagged
1281,247,6,5.18623,41.1667,4,1.5,14,266,100,1,0,1,0,1,0,0,183,74.089069,46,0,0,0,0,0,18.623482,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,untagged
866,174,20,4.97701,8.7,3,6.66667,15,146,4,0.6,0.15,4,0,4,0,0,42,24.137931,36,0,0,1,1,0,20.689655,0.25,0.005747,0.015213,0,0,0,0,0,0,0,0,0,8,1,2,1,untagged
5426,1054,40,5.14801,26.35,11,3.63636,16,399,1,0.9,0.1,3,0,3,0,0,228,21.631879,40,0,0,8,8,0,3.795066,2.666667,0.00759,0.020092,0,0,0,0,0,0,0,0,0,1,1,2,1,untagged
2483,491,32,5.05703,15.3438,16,2,17,260,1,0.625,0.25,8,0,8,0,0,194,39.511202,51,0,0,4,7,0,10.386965,0.875,0.014257,0.037738,0,0,0,0,0,0,0,0,0,5,1,3,2,untagged
1150,219,4,5.25114,54.75,3,1.33333,13,155,42,1,0,4,1,5,0.25,0,25,11.415525,11,0,0,0,0,0,5.022831,0,0,0,120,120,120,120,0,0,0,0,0,3,2,3,1,untagged
926,187,7,4.95187,26.7143,4,1.75,15,217,100,1,0,2,0,2,0,0,20,10.695187,13,0,0,2,2,0,6.951872,1,0.010695,0.028311,0,0,0,0,0,0,0,0,0,1,1,1,0,untagged
1085,241,9,4.50207,26.7778,2,4.5,14,222,75,1,0,2,0,2,0,0,70,29.045643,20,0,0,8,8,0,8.298755,4,0.033195,0.087869,0,0,0,0,0,0,0,0,0,3,1,1,0,untagged
1632,249,28,6.55422,8.89286,6,4.66667,18,106,2,0.214286,0.607143,4,0,4,0,0,11,4.417671,96,0,0,2,2,0,38.554217,0.5,0.008032,0.021262,0,0,0,0,0,0,0,0,0,4,2,3,1,untagged
1504,227,32,6.62555,7.09375,11,2.90909,168,170,1,0.46875,0.5,3,0,3,0,0,87,38.325991,23,0,0,0,0,0,10.132159,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,1,untagged
844,174,18,4.85057,9.66667,3,6,15,138,4,0.777778,0.055556,4,0,4,0,0,42,24.137931,37,0,0,1,1,0,21.264368,0.25,0.005747,0.015213,0,0,0,0,0,0,0,0,0,8,1,2,1,untagged
3039,635,54,4.78583,11.7593,18,3,15,231,1,0.5,0.444444,3,0,3,0,0,92,14.488189,19,1,0,0,0,0.333333,2.992126,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,untagged
2796,485,8,5.76495,60.625,3,2.66667,22,267,1,0.375,0.625,5,11,16,2.2,0,91,18.762887,67,1,3,0,0,0.2,13.814433,0,0,0,48,0,245,22.2727,0,0,0,0,0,1,0,0,0,untagged
1025,177,41,5.79096,4.31707,10,4.1,14,104,1,0.341463,0.463415,6,0,6,0,0,19,10.734463,43,0,0,3,3,0,24.293785,0.5,0.016949,0.044865,0,0,0,0,0,0,0,0,0,3,2,3,1,untagged
2270,434,16,5.23041,27.125,10,1.6,16,447,64,1,0,1,0,1,0,0,73,16.820276,19,0,0,0,0,0,4.37788,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,untagged
5639,1091,45,5.16865,24.2444,21,2.14286,17,573,1,0.911111,0.044444,5,2,7,0.4,0,227,20.806599,91,16,1,26,26,3.2,8.340972,3.714286,0.023831,0.063083,0,0,0,0,0,0,0,0,0,10,1,3,2,untagged
8211,1636,114,5.01895,14.3509,60,1.9,18,300,0,0.815789,0.087719,13,2,15,0.153846,0,20,1.222494,50,0,2,5,5,0,3.056235,0.333333,0.003056,0.00809,1,0,1,0.5,0,0,0,0,0,5,2,4,2,untagged
1222,239,13,5.11297,18.3846,6,2.16667,20,276,23,0.846154,0,5,0,5,0,0,47,19.665272,18,1,0,3,3,0.2,7.531381,0.6,0.012552,0.033227,0,0,0,0,0,0,0,0,0,3,2,3,1,untagged
3173,613,45,5.17618,13.6222,11,4.09091,20,269,2,0.711111,0.266667,4,0,4,0,0,46,7.504078,71,1,0,16,16,0.25,11.582382,4,0.026101,0.069091,0,0,0,0,0,0,0,0,0,6,1,2,1,untagged
4357,798,35,5.4599,22.8,10,3.5,18,301,11,0.914286,0.057143,5,1,6,0.2,0,60,7.518797,34,1,0,2,2,0.2,4.260652,0.333333,0.002506,0.006634,257,257,257,257,0,0,0,0,0,3,1,1,0,untagged
1649,344,16,4.7936,21.5,7,2.28571,12,202,51,1,0,4,0,4,0,0,121,35.174419,19,1,0,2,6,0.25,5.523256,1.5,0.017442,0.04617,0,0,0,0,0,0,0,0,0,4,1,1,0,untagged
1905,375,37,5.08,10.1351,11,3.36364,14,330,0,0.243243,0.486486,2,4,6,2,0,29,7.733333,42,0,0,1,1,0,11.2,0.166667,0.002667,0.007059,43,9,79,19.75,0,0,0,0,0,5,0,0,0,untagged
2737,449,23,6.09577,19.5217,9,2.55556,18,399,23,0.826087,0,5,0,5,0,0,26,5.790646,22,3,0,1,1,0.6,4.899777,0.2,0.002227,0.005895,0,0,0,0,0,0,0,0,0,4,2,2,0,untagged
1816,324,20,5.60494,16.2,8,2.5,16,325,7,0.9,0.05,4,0,4,0,0,25,7.716049,36,0,0,9,9,0,11.111111,2.25,0.027778,0.073529,0,0,0,0,0,0,0,0,0,2,1,1,0,untagged
1230,237,12,5.18987,19.75,7,1.71429,15,197,5,0.916667,0.083333,8,0,8,0,0,18,7.594937,50,0,0,3,3,0,21.097046,0.375,0.012658,0.033507,0,0,0,0,0,0,0,0,0,7,0,1,1,untagged
3381,625,28,5.4096,22.3214,20,1.4,29,279,19,0.892857,0,4,0,4,0,0,25,4,27,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,untagged
2507,457,22,5.48578,20.7727,8,2.75,21,219,15,0.954545,0.045455,4,2,6,0.5,0,133,29.102845,24,1,0,10,11,0.25,5.251641,1.833333,0.02407,0.063715,115,74,189,94.5,0,0,0,0,0,5,1,1,0,untagged
3548,693,29,5.11977,23.8966,9,3.22222,24,270,22,0.931034,0,8,0,8,0,0,76,10.966811,111,5,0,0,0,0.625,16.017316,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,untagged
1508,258,16,5.84496,16.125,7,2.28571,100,412,4,0.8125,0.125,3,1,4,0.333333,0,213,82.55814,48,0,0,0,0,0,18.604651,0,0,0,12,12,12,12,0,0,0,0,0,1,0,1,1,untagged
2379,448,1,5.31027,448,1,1,15,169,100,1,0,3,0,3,0,0,31,6.919643,130,0,0,0,0,0,29.017857,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,untagged
3840,727,39,5.28198,18.641,22,1.77273,19,279,10,0.871795,0.102564,2,0,2,0,0,705,96.973865,64,0,0,1,1,0,8.803301,0.5,0.001376,0.003641,0,0,0,0,0,0,0,0,0,4,0,1,1,untagged
2521,514,26,4.90467,19.7692,11,2.36364,15,364,1,0.769231,0.038462,5,3,8,0.6,0,39,7.587549,116,0,3,6,6,0,22.568093,0.75,0.011673,0.0309,6,6,18,6,0,0,0,0,0,9,1,2,1,untagged
1230,259,14,4.74903,18.5,11,1.27273,13,223,1,0.785714,0.142857,3,0,3,0,0,114,44.015444,25,0,1,4,8,0,9.65251,2.666667,0.030888,0.081762,0,0,0,0,0,0,0,0,0,3,1,1,0,untagged
1161,219,7,5.30137,31.2857,3,2.33333,13,278,93,1,0,1,0,1,0,0,204,93.150685,25,1,0,0,0,1,11.415525,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,untagged
7313,1325,69,5.51925,19.2029,18,3.83333,104,504,0,0.753623,0.217391,3,2,9,0.666667,2,114,8.603774,26,0,0,15,17,0,1.962264,1.888889,0.01283,0.033962,941,141,1082,541,4,445,110,927,231.75,8,0,0,0,untagged
1004,192,9,5.22917,21.3333,4,2.25,14,154,62,1,0,2,1,3,0.5,0,32,16.666667,13,0,0,0,0,0,6.770833,0,0,0,63,63,63,63,0,0,0,0,0,1,0,1,1,untagged
1966,407,17,4.83047,23.9412,10,1.7,13,343,0,0.882353,0.058824,5,1,6,0.2,0,119,29.238329,54,1,0,5,7,0.2,13.267813,1.166667,0.017199,0.045527,27,27,27,27,0,0,0,0,0,7,1,2,1,untagged
942,159,16,5.92453,9.9375,5,3.2,54,168,17,0.625,0,5,0,5,0,0,41,25.786164,24,0,0,0,0,0,15.09434,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,untagged
3297,648,30,5.08796,21.6,20,1.5,16,507,5,0.766667,0.033333,5,2,7,0.4,0,141,21.759259,59,0,0,26,26,0,9.104938,3.714286,0.040123,0.106209,219,110,329,164.5,0,0,0,0,0,11,1,2,1,untagged
3369,631,28,5.33914,22.5357,5,5.6,16,416,9,0.821429,0.107143,2,0,2,0,0,613,97.147385,31,2,0,6,7,1,4.912837,3.5,0.011094,0.029365,0,0,0,0,0,0,0,0,0,4,1,2,1,untagged
978,195,7,5.01538,27.8571,3,2.33333,14,265,100,1,0,1,0,1,0,0,46,23.589744,13,0,0,0,0,0,6.666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,untagged
998,191,6,5.22513,31.8333,5,1.2,14,201,100,1,0,2,0,2,0,0,148,77.486911,12,2,0,1,1,1,6.282723,0.5,0.005236,0.013859,0,0,0,0,0,0,0,0,0,1,1,1,0,untagged
953,191,10,4.98953,19.1,8,1.25,13,181,55,1,0,5,0,5,0,0,20,10.471204,23,0,0,0,0,0,12.041885,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,untagged
986,189,9,5.21693,21,6,1.5,15,288,8,0.777778,0.111111,3,2,6,0.666667,0.5,176,93.121693,43,0,0,5,5,0,22.751323,0.833333,0.026455,0.070028,73,55,128,64,1,2,2,2,2,9,0,1,1,untagged
1363,249,12,5.4739,20.75,4,3,13,242,49,1,0,5,0,5,0,0,28,11.24498,25,1,0,2,3,0.2,10.040161,0.6,0.012048,0.031892,0,0,0,0,0,0,0,0,0,6,2,3,1,untagged
6091,1229,51,4.95606,24.098,21,2.42857,77,621,1,0.843137,0.098039,6,1,7,0.166667,0,99,8.05533,36,0,0,0,0,0,2.929211,0,0,0,278,278,278,278,0,0,0,0,0,2,0,1,1,untagged
4248,751,77,5.65646,9.75325,42,1.83333,28,338,3,0.753247,0.103896,3,0,3,0,0,114,15.17976,16,0,0,0,0,0,2.130493,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,untagged
2465,375,90,6.57333,4.16667,30,3,38,280,1,0.311111,0.544444,7,0,7,0,0,129,34.4,56,0,0,5,5,0,14.933333,0.714286,0.013333,0.035294,0,0,0,0,0,0,0,0,0,6,1,3,2,untagged
9518,1966,77,4.8413,25.5325,19,4.05263,17,328,2,0.961039,0.012987,5,4,15,0.8,1.5,81,4.120041,144,1,0,16,25,0.2,7.324517,1.666667,0.012716,0.03366,793,34,1557,389.25,6,284,86,1222,203.667,11,1,2,1,untagged
3524,664,21,5.30723,31.619,7,3,17,448,18,0.952381,0,5,0,5,0,0,87,13.10241,45,0,0,18,21,0,6.777108,4.2,0.031627,0.083717,0,0,0,0,0,0,0,0,0,5,1,2,1,untagged
4422,887,42,4.98534,21.119,13,3.23077,15,425,0,0.809524,0.166667,5,0,5,0,0,500,56.369786,54,1,0,4,4,0.2,6.087937,0.8,0.00451,0.011937,0,0,0,0,0,0,0,0,0,4,1,1,0,untagged
988,198,9,4.9899,22,4,2.25,14,191,49,1,0,3,0,3,0,0,61,30.808081,34,0,0,1,1,0,17.171717,0.333333,0.005051,0.013369,0,0,0,0,0,0,0,0,0,5,0,0,0,untagged
1590,312,16,5.09615,19.5,4,4,16,163,49,1,0,5,4,9,0.8,0,31,9.935897,142,1,0,5,5,0.2,45.512821,0.555556,0.016026,0.042421,0,0,0,0,0,0,0,0,0,6,1,2,1,untagged
14410,2952,109,4.88144,27.0826,55,1.98182,18,521,20,0.981651,0,7,18,25,2.57143,0,112,3.794038,117,0,1,34,49,0,3.963415,1.96,0.016599,0.043938,518,0,2347,130.389,0,0,0,0,0,14,1,2,1,untagged
1307,223,64,5.86099,3.48438,11,5.81818,16,96,1,0.265625,0.59375,5,0,5,0,0,17,7.623318,46,0,0,2,2,0,20.627803,0.4,0.008969,0.02374,0,0,0,0,0,0,0,0,0,3,2,3,1,untagged
2138,378,30,5.65608,12.6,10,3,18,239,2,0.633333,0.266667,7,0,7,0,0,15,3.968254,42,0,0,0,0,0,11.111111,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,untagged
3312,659,25,5.0258,26.36,13,1.92308,19,492,41,1,0,4,1,5,0.25,0,54,8.194234,358,6,13,7,7,1.5,54.324734,1.4,0.010622,0.028117,43,43,43,43,0,0,0,0,0,3,1,1,0,untagged
4494,838,49,5.36277,17.102,29,1.68966,30,297,1,0.836735,0.061225,12,1,13,0.083333,0,168,20.047733,60,3,0,3,3,0.25,7.159905,0.230769,0.00358,0.009476,28,28,28,28,0,0,0,0,0,5,1,2,1,untagged
1143,216,7,5.29167,30.8571,6,1.16667,16,278,88,1,0,1,0,1,0,0,13,6.018519,16,0,0,0,0,0,7.407407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,untagged
978,114,4,8.57895,28.5,1,4,19,150,38,1,0,2,0,2,0,0,42,36.842105,76,0,0,5,5,0,66.666667,2.5,0.04386,0.116099,0,0,0,0,0,0,0,0,0,2,1,1,0,untagged
3253,677,29,4.80502,23.3448,11,2.63636,18,289,8,0.931034,0.034483,5,0,5,0,0,59,8.714919,37,1,0,3,6,0.2,5.465288,1.2,0.008863,0.02346,0,0,0,0,0,0,0,0,0,6,1,3,2,untagged
15113,3088,131,4.89411,23.5725,36,3.63889,15,395,0,0.946565,0.053435,4,5,11,1.25,0.4,142,4.598446,135,2,0,14,24,0.5,4.371762,2.181818,0.007772,0.020573,1948,0,2738,547.6,2,1298,638,1936,968,7,2,3,1,untagged
6465,1340,77,4.82463,17.4026,20,3.85,16,366,0,0.649351,0.311688,4,1,5,0.25,0,110,8.208955,95,0,0,0,0,0,7.089552,0,0,0,235,235,235,235,0,0,0,0,0,1,1,1,0,untagged
5520,1028,74,5.36965,13.8919,26,2.84615,137,450,2,0.621622,0.216216,3,0,3,0,0,38,3.696498,116,2,0,0,0,0.666667,11.284047,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,untagged
2171,369,14,5.88347,26.3571,6,2.33333,16,257,2,0.857143,0.142857,5,0,5,0,0,56,15.176152,63,0,0,13,14,0,17.073171,2.8,0.03794,0.10043,0,0,0,0,0,0,0,0,0,6,1,2,1,untagged
2704,441,116,6.13152,3.80172,65,1.78462,14,65,1,0.155172,0.534483,6,0,6,0,0,7,1.587302,98,0,0,0,0,0,22.222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,untagged
839,167,7,5.02395,23.8571,3,2.33333,12,227,39,1,0,2,0,2,0,0,163,97.60479,33,1,0,7,8,0.5,19.760479,4,0.047904,0.126805,0,0,0,0,0,0,0,0,0,3,1,2,1,untagged
2986,581,21,5.13941,27.6667,5,4.2,15,306,3,0.952381,0.047619,6,0,6,0,0,243,41.824441,24,0,0,4,7,0,4.130809,1.166667,0.012048,0.031892,0,0,0,0,0,0,0,0,0,5,1,1,0,untagged
945,165,52,5.72727,3.17308,9,5.77778,16,105,1,0.230769,0.634615,4,0,4,0,0,24,14.545455,41,0,0,1,1,0,24.848485,0.25,0.006061,0.016043,0,0,0,0,0,0,0,0,0,3,2,3,1,untagged
1917,335,9,5.72239,37.2222,4,2.25,15,333,100,1,0,2,0,2,0,0,330,98.507463,26,0,0,1,1,0,7.761194,0.5,0.002985,0.007902,0,0,0,0,0,0,0,0,0,4,1,2,1,untagged
868,179,21,4.84916,8.52381,3,7,15,148,4,0.619048,0.142857,4,0,4,0,0,44,24.581006,37,0,0,1,1,0,20.670391,0.25,0.005587,0.014788,0,0,0,0,0,0,0,0,0,8,1,2,1,untagged
1963,388,22,5.05928,17.6364,9,2.44444,17,201,11,0.863636,0.090909,4,0,4,0,0,111,28.608247,21,0,0,2,2,0,5.412371,0.5,0.005155,0.013645,0,0,0,0,0,0,0,0,0,4,1,2,1,untagged
1346,232,65,5.80172,3.56923,12,5.41667,17,108,1,0.276923,0.584615,6,0,6,0,0,17,7.327586,47,0,0,1,1,0,20.258621,0.166667,0.00431,0.01141,0,0,0,0,0,0,0,0,0,3,2,3,1,untagged
2238,418,36,5.35407,11.6111,12,3,16,130,0,0.222222,0.555556,3,5,8,1.66667,0,38,9.090909,83,0,1,5,5,0,19.856459,0.625,0.011962,0.031663,258,0,365,73,0,0,0,0,0,4,0,1,1,untagged
3366,589,182,5.71477,3.23626,19,9.57895,25,544,0,0.164835,0.714286,7,0,7,0,0,238,40.40747,31,0,0,3,5,0,5.263158,0.714286,0.008489,0.022471,0,0,0,0,0,0,0,0,0,4,1,3,2,untagged
2387,473,18,5.04651,26.2778,13,1.38462,15,350,48,1,0,5,4,9,0.8,0,363,76.744186,120,2,0,0,1,0.4,25.369979,0.111111,0.002114,0.005596,0,0,0,0,0,0,0,0,0,15,0,1,1,untagged
1221,256,13,4.76953,19.6923,5,2.6,16,161,49,1,0,5,1,6,0.2,0,36,14.0625,94,0,0,5,5,0,36.71875,0.833333,0.019531,0.0517,0,0,0,0,0,0,0,0,0,12,1,2,1,untagged
2867,534,23,5.36891,23.2174,18,1.27778,15,382,17,0.73913,0,7,0,7,0,0,0,0,12,1,0,0,0,0.142857,2.247191,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,untagged
883,165,8,5.35152,20.625,2,4,14,213,35,1,0,3,0,3,0,0,32,19.393939,50,0,0,0,0,0,30.30303,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,untagged
1247,222,14,5.61712,15.8571,6,2.33333,34,135,3,0.642857,0.357143,3,2,5,0.666667,0,103,46.396396,15,0,0,1,2,0,6.756757,0.4,0.009009,0.023847,50,36,86,43,0,0,0,0,0,8,1,2,1,untagged
1483,251,16,5.90837,15.6875,6,2.66667,123,199,2,0.5625,0.3125,3,0,3,0,0,178,70.916335,24,1,0,0,0,0.333333,9.561753,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,untagged
1485,295,19,5.0339,15.5263,4,4.75,18,215,1,0.842105,0.052632,3,0,3,0,0,41,13.898305,36,0,0,0,0,0,12.20339,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,untagged
8807,1860,41,4.73495,45.3659,28,1.46429,18,567,39,1,0,7,5,12,0.714286,0,63,3.387097,104,3,0,0,0,0.428571,5.591398,0,0,0,346,91,1284,256.8,0,0,0,0,0,8,2,3,1,untagged
1836,374,14,4.90909,26.7143,6,2.33333,14,368,1,0.571429,0.428571,4,0,4,0,0,34,9.090909,45,0,0,0,0,0,12.032086,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,untagged
4166,847,44,4.91854,19.25,16,2.75,16,255,3,0.909091,0.068182,7,0,7,0,0,43,5.076741,31,0,0,3,3,0,3.659976,0.428571,0.003542,0.009376,0,0,0,0,0,0,0,0,0,5,1,2,1,untagged
4923,1036,40,4.75193,25.9,6,6.66667,15,292,0,0.925,0.075,5,0,5,0,0,111,10.714286,51,0,0,15,18,0,4.92278,3.6,0.017375,0.045991,0,0,0,0,0,0,0,0,0,11,1,2,1,untagged
1542,316,26,4.87975,12.1538,14,1.85714,14,199,0,0.615385,0.269231,5,0,5,0,0,40,12.658228,27,1,0,10,10,0.2,8.544304,2,0.031646,0.083768,0,0,0,0,0,0,0,0,0,0,1,1,0,untagged
863,179,6,4.82123,29.8333,3,2,18,197,21,0.833333,0,3,0,3,0,0,156,87.150838,27,0,0,1,1,0,15.083799,0.333333,0.005587,0.014788,0,0,0,0,0,0,0,0,0,4,0,0,0,untagged
1413,246,65,5.7439,3.78462,12,5.41667,16,105,1,0.276923,0.584615,7,0,7,0,0,17,6.910569,49,0,0,1,1,0,19.918699,0.142857,0.004065,0.01076,0,0,0,0,0,0,0,0,0,3,2,3,1,untagged
4993,999,48,4.998,20.8125,31,1.54839,16,265,4,0.958333,0.041667,5,4,9,0.8,0,192,19.219219,101,7,0,2,2,1.4,10.11011,0.222222,0.002002,0.005299,300,62,631,157.75,0,0,0,0,0,5,1,3,2,untagged
2378,432,28,5.50463,15.4286,9,3.11111,64,194,1,0.785714,0.178571,1,0,1,0,0,430,99.537037,26,0,0,0,0,0,6.018519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,untagged
16423,2977,299,5.51663,9.95652,235,1.27234,18,266,6,0.799331,0.180602,7,1,8,0.142857,0,29,0.974135,584,2,0,6,6,0.285714,19.617064,0.75,0.002015,0.005335,8,8,8,8,0,0,0,0,0,6,1,3,2,untagged
3967,783,40,5.06641,19.575,12,3.33333,18,541,0,0.675,0.3,6,0,6,0,0,53,6.768838,68,0,0,6,6,0,8.684547,1,0.007663,0.020284,0,0,0,0,0,0,0,0,0,3,1,2,1,untagged
8359,1560,68,5.35833,22.9412,24,2.83333,21,548,1,0.911765,0.073529,7,0,7,0,0,38,2.435897,55,2,0,6,6,0.285714,3.525641,0.857143,0.003846,0.010181,0,0,0,0,0,0,0,0,0,3,1,2,1,untagged
2254,485,31,4.64742,15.6452,10,3.1,15,364,0,0.741935,0.258065,6,3,9,0.5,0,34,7.010309,158,0,0,3,4,0,32.57732,0.444444,0.008247,0.021831,0,0,0,0,0,0,0,0,0,6,1,2,1,untagged
1476,295,17,5.00339,17.3529,4,4.25,13,317,1,0.764706,0.235294,1,0,1,0,0,276,93.559322,11,0,0,0,0,0,3.728814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,untagged
1906,356,19,5.35393,18.7368,7,2.71429,20,209,1,0.684211,0.315789,7,0,7,0,0,33,9.269663,58,0,0,1,1,0,16.292135,0.142857,0.002809,0.007436,0,0,0,0,0,0,0,0,0,3,1,2,1,untagged
1717,325,17,5.28308,19.1176,5,3.4,19,263,0,0.941176,0.058824,3,0,3,0,0,78,24,25,0,0,11,11,0,7.692308,3.666667,0.033846,0.089593,0,0,0,0,0,0,0,0,0,4,1,2,1,untagged
1068,183,41,5.83607,4.46341,10,4.1,14,105,1,0.365854,0.463415,6,0,6,0,0,17,9.289617,49,0,0,2,2,0,26.775956,0.333333,0.010929,0.02893,0,0,0,0,0,0,0,0,0,3,2,3,1,untagged
1895,355,12,5.33803,29.5833,6,2,19,593,20,0.916667,0,1,2,3,2,0,354,99.71831,15,0,0,1,1,0,4.225352,0.333333,0.002817,0.007457,96,85,181,90.5,0,0,0,0,0,1,1,1,0,untagged
1262,211,22,5.98104,9.59091,7,3.14286,58,251,4,0.454545,0.318182,7,2,9,0.285714,0,64,30.331754,63,1,4,0,0,0.142857,29.85782,0,0,0,56,0,56,28,0,0,0,0,0,4,1,1,0,untagged
3855,759,44,5.07905,17.25,16,2.75,16,180,39,1,0,4,0,4,0,0,79,10.408432,16,3,0,1,1,0.75,2.108037,0.25,0.001318,0.003488,0,0,0,0,0,0,0,0,0,2,1,2,1,untagged
12427,2288,69,5.43138,33.1594,34,2.02941,17,891,0,0.927536,0.072464,6,2,8,0.333333,0,338,14.772727,92,1,0,15,16,0.166667,4.020979,2,0.006993,0.018511,1382,300,1682,841,0,0,0,0,0,4,1,3,2,untagged
1252,232,11,5.39655,21.0909,4,2.75,19,309,4,0.909091,0.090909,5,0,5,0,0,57,24.568966,38,0,0,12,12,0,16.37931,2.4,0.051724,0.136917,0,0,0,0,0,0,0,0,0,9,1,2,1,untagged
1965,376,12,5.22606,31.3333,7,1.71429,15,311,57,1,0,10,3,13,0.3,0,151,40.159574,116,15,0,3,4,1.5,30.851064,0.307692,0.010638,0.02816,0,0,0,0,0,0,0,0,0,12,2,4,2,untagged
2013,419,26,4.8043,16.1154,14,1.85714,34,440,12,0.730769,0.038462,9,0,9,0,0,20,4.77327,27,0,0,0,0,0,6.443914,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,untagged
1693,321,10,5.27414,32.1,6,1.66667,15,348,100,1,0,2,0,2,0,0,315,98.130841,33,0,0,3,3,0,10.280374,1.5,0.009346,0.024739,0,0,0,0,0,0,0,0,0,5,1,2,1,untagged
1254,239,11,5.24686,21.7273,4,2.75,15,223,32,1,0,1,0,1,0,0,238,99.58159,21,0,0,0,0,0,8.786611,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,untagged
2590,528,18,4.9053,29.3333,4,4.5,15,726,39,1,0,3,0,3,0,0,41,7.765152,27,0,0,1,1,0,5.113636,0.333333,0.001894,0.005013,0,0,0,0,0,0,0,0,0,3,0,1,1,untagged
4416,790,31,5.58987,25.4839,15,2.06667,19,508,46,1,0,7,0,7,0,0,196,24.810127,68,0,0,2,2,0,8.607595,0.285714,0.002532,0.006701,0,0,0,0,0,0,0,0,0,6,1,2,1,untagged
